RefId,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy
947,1/14/2009 0:07,,2007,2,CHEVROLET,AVEO 1.6L I4 EFI / M,LS,4D SEDAN LS,BLACK,AUTO,1,Alloy,62820,AMERICAN,COMPACT,GM,5430,6397,6364,7409,5430,6397,6364,7409,,,18822,77041,,4960,0,728,0
948,1/21/2009 0:07,,2007,2,DODGE,CALIBER 2.0L I4 SFI,Bas,4D WAGON,GOLD,AUTO,2,Covers,31465,AMERICAN,MEDIUM,CHRYSLER,7982,9433,9121,10688,7982,9433,9121,10688,,,18822,77041,,6915,0,642,0
949,1/28/2009 0:07,,2004,5,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN GT2,SILVER,AUTO,1,Alloy,85195,AMERICAN,LARGE,GM,5211,6621,6128,7651,5054,6494,5958,7514,,,22808,77041,,4760,0,2152,0
950,1/28/2009 0:07,,2004,5,CHRYSLER,SEBRING 4C 2.4L I4 S,LX,4D SEDAN,WHITE,AUTO,1,Alloy,60100,AMERICAN,MEDIUM,CHRYSLER,3138,4301,3889,5145,3437,4636,4212,5507,,,22808,77041,,4560,0,1020,0
951,1/4/2009 0:08,,2002,7,CHRYSLER,PT CRUISER 2.4L I4 M,Tou,4D SEDAN TOURING,GREY,AUTO,1,Alloy,75183,AMERICAN,MEDIUM,CHRYSLER,2933,3723,3668,4521,2685,3667,3400,4460,,,20207,77041,,4160,0,1689,0
952,1/1/2009 0:12,,2007,2,SUZUKI,FORENZA,,4D SEDAN,GOLD,AUTO,2,Covers,42518,OTHER ASIAN,MEDIUM,OTHER,4935,5865,5830,6834,4830,5684,8303,9310,,,17212,77041,,5685,0,482,0
953,1/8/2009 0:12,,2007,2,SATURN,ION,2,4D SEDAN LEVEL 2,GREY,AUTO,2,Covers,82486,AMERICAN,MEDIUM,GM,6047,7137,9801,10496,5534,6598,8982,9916,,,25100,77041,,5585,0,853,0
954,1/8/2009 0:12,,2006,3,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,SILVER,AUTO,2,Covers,71321,AMERICAN,LARGE,GM,6452,7718,10382,11642,6306,7466,9625,11028,,,25100,77041,,7800,0,1974,0
955,1/15/2009 0:12,,2008,1,TOYOTA,CAMRY 4C,CE,4D SEDAN,GREY,AUTO,2,Covers,54515,TOP LINE ASIAN,MEDIUM,OTHER,12305,13705,17011,18065,11126,11873,15509,16613,,,18822,77041,,11425,0,505,0
956,1/15/2009 0:12,,2007,2,PONTIAC,G6 4C,Bas,4D SEDAN,RED,AUTO,2,Covers,33817,AMERICAN,MEDIUM,GM,6903,7723,10997,11844,7128,8221,10674,12112,,,18822,77041,,7875,0,702,0
957,1/15/2009 0:12,,2007,2,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,SILVER,AUTO,1,Alloy,69647,AMERICAN,LARGE,GM,6894,8156,10472,11952,8198,9698,11625,13270,,,18822,77041,,7235,0,1703,0
958,1/15/2009 0:12,,2006,3,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN,WHITE,AUTO,2,Covers,87328,AMERICAN,MEDIUM,GM,6294,7556,10750,11672,6244,7511,10371,12476,,,18822,77041,,5885,0,1373,0
959,1/22/2009 0:12,,2006,3,FORD,TAURUS,SE,4D SEDAN SE,BEIGE,AUTO,2,Covers,72710,AMERICAN,MEDIUM,FORD,4171,5292,7559,9045,4711,5896,8233,9609,,,19662,77041,,4365,0,920,0
960,1/5/2010 0:01,,2004,6,FORD,FREESTAR FWD V6,S,PASSENGER 3.9L,SILVER,AUTO,2,Covers,59988,AMERICAN,VAN,FORD,3559,4667,7008,8209,3607,4672,7017,8367,,,8655,77041,,4765,0,1169,0
961,1/12/2010 0:01,,2005,5,BUICK,RENDEZVOUS FWD,CX,4D SUV CX,BEIGE,AUTO,2,Covers,61837,AMERICAN,MEDIUM SUV,GM,6525,8103,10576,12137,5734,7412,9700,11608,,,25100,77041,,7400,0,3115,0
962,1/12/2010 0:01,,2006,4,FORD,FREESTYLE FWD V6,SE,4D CUV 3.0L SE,SILVER,AUTO,1,Alloy,67086,AMERICAN,CROSSOVER,FORD,7355,8944,11744,13021,7785,9197,11769,12988,,,25100,77041,,9100,0,1313,0
963,1/12/2010 0:01,,2006,4,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY S,BLACK,AUTO,1,Alloy,62525,TOP LINE ASIAN,MEDIUM SUV,OTHER,12114,13654,15973,17562,12298,13966,15719,16993,,,25100,77041,,10250,0,533,0
964,1/19/2010 0:01,,2007,3,SATURN,ION,2,4D SEDAN LEVEL 2,SILVER,AUTO,2,Covers,75405,AMERICAN,MEDIUM,GM,5663,6873,9306,10220,5534,6598,8982,9916,,,20207,77041,,5985,0,803,0
965,1/19/2010 0:01,,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,2,Covers,77324,AMERICAN,LARGE,GM,6148,7170,9912,11217,7640,8765,10604,11851,,,20207,77041,,7700,0,1974,0
966,1/19/2010 0:01,,2006,4,CHEVROLET,EQUINOX FWD V6,LT,4D SUV LT,BLACK,AUTO,1,Alloy,68737,AMERICAN,MEDIUM SUV,GM,9258,11219,13758,16025,9069,10918,13788,16599,,,8655,77041,,8375,0,1215,0
967,1/26/2010 0:01,,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LS,SILVER,AUTO,1,Alloy,76233,AMERICAN,MEDIUM,GM,5369,6592,9200,10507,5884,7042,10088,11125,,,18822,77041,,6885,0,803,0
968,1/2/2010 0:02,,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,80278,AMERICAN,LARGE,GM,7334,8587,11136,12436,8014,9472,11541,13329,,,19662,77041,,7085,0,2152,0
969,1/2/2010 0:02,,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN,SILVER,AUTO,2,Covers,50960,AMERICAN,MEDIUM,CHRYSLER,3942,4957,7318,8577,4491,5638,7514,8862,,,8655,77041,,5485,0,1086,0
970,1/18/2010 0:05,,2006,4,DODGE,1500 RAM PICKUP 2WD,Lar,QUAD CAB 4.7L,RED,AUTO,1,Alloy,88774,AMERICAN,LARGE TRUCK,CHRYSLER,9730,12189,13435,16209,9642,11995,14473,16550,,,8655,77041,,10015,0,983,0
971,1/18/2010 0:05,,2006,4,FORD,FREESTYLE FWD V6,Lim,4D CUV 3.0L LIMITED,MAROON,AUTO,1,Alloy,83480,AMERICAN,CROSSOVER,FORD,10342,12484,14260,16387,11095,13082,15960,18500,,,8655,77041,,8400,0,1633,0
972,1/18/2010 0:05,,2007,3,MITSUBISHI,ENDEAVOR FWD,LS,4D SPORT UTILITY LS,SILVER,AUTO,1,Alloy,76613,OTHER ASIAN,MEDIUM SUV,OTHER,10419,11543,14055,14840,9121,10143,12902,13711,,,8655,77041,,9215,0,569,0
973,1/25/2010 0:05,,2003,7,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY SE,SILVER,AUTO,1,Alloy,88779,TOP LINE ASIAN,MEDIUM SUV,OTHER,6338,7280,9133,9905,6083,7425,9418,11201,,,25100,77041,,7500,0,894,0
974,1/25/2010 0:05,,2005,5,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,MAROON,AUTO,1,Alloy,76253,OTHER ASIAN,MEDIUM SUV,OTHER,6754,7704,10382,11506,6519,7918,10771,12685,,,25100,77041,,8000,0,1740,1
975,1/8/2010 0:06,,2006,4,FORD,FIVE HUNDRED,SE,4D SEDAN SE,GOLD,AUTO,1,Alloy,85022,AMERICAN,LARGE,FORD,6485,7712,10379,11650,5961,7516,9391,11063,,,18822,77041,,6785,0,1633,0
976,1/8/2010 0:06,,2005,5,DODGE,DAKOTA PICKUP 2WD V8,SLT,QUAD CAB 4.7L,SILVER,AUTO,1,Alloy,92558,AMERICAN,SMALL TRUCK,CHRYSLER,7413,8937,11546,13081,7726,9552,11110,13345,,,25100,77041,,8200,0,1774,0
977,1/15/2010 0:06,,2005,5,JEEP,LIBERTY 2WD V6,Spo,4D SUV,GREY,AUTO,1,Alloy,74336,AMERICAN,SMALL SUV,CHRYSLER,6876,8061,10079,11688,5861,7111,9241,10577,,,8655,77041,,7500,0,686,0
978,1/22/2010 0:06,,2004,6,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,GREY,AUTO,1,Alloy,67690,AMERICAN,MEDIUM,GM,4356,5618,7416,8611,4083,5283,7652,9060,,,20207,77041,,6885,0,1118,0
979,1/22/2010 0:06,,2005,5,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L SLT,SILVER,AUTO,1,Alloy,88112,AMERICAN,LARGE TRUCK,CHRYSLER,8908,10998,13097,14960,8935,11114,13216,15649,,,18822,77041,,9415,0,983,0
980,1/22/2010 0:06,,2002,8,MAZDA,TRIBUTE 2WD V6,ES,4D SPORT UTILITY ES,BEIGE,AUTO,1,Alloy,79112,OTHER ASIAN,SMALL SUV,OTHER,2894,3589,6073,6704,4036,5293,7403,9089,,,18822,77041,,6885,0,1220,0
981,1/29/2010 0:06,,2005,5,CHRYSLER,SEBRING V6,Tou,4D SEDAN LXI,GREY,AUTO,1,Alloy,72230,AMERICAN,MEDIUM,CHRYSLER,3523,4766,7044,8326,4295,5715,7671,9129,,,19662,77041,,5885,0,1272,1
982,1/29/2010 0:06,,2006,4,CHRYSLER,PT CRUISER,Lim,4D SEDAN,BLUE,AUTO,1,Alloy,73575,AMERICAN,MEDIUM,CHRYSLER,4874,5924,8277,9421,4253,5206,8129,8880,,,8655,77041,,5885,0,1389,0
983,1/14/2009 0:09,,2003,6,CHEVROLET,TAHOE 2WD 4.8L V8 SF,LS,4D SUV 4.8L,GREY,AUTO,1,Alloy,87916,AMERICAN,LARGE SUV,GM,7450,9016,8546,10237,6925,8337,7979,9504,,,17675,27542,,10600,0,2063,0
984,1/14/2009 0:09,,2003,6,CHEVROLET,TRAILBLAZER EXT 4WD,LS,4D SUV 5.3L LT,BEIGE,AUTO,1,Alloy,83215,AMERICAN,MEDIUM SUV,GM,7559,8560,8664,9745,7319,8831,8405,10037,,,17675,27542,,8250,0,3035,0
985,1/21/2009 0:09,,2005,4,CHEVROLET,EQUINOX FWD V6 3.4L,LS,4D SUV LS,MAROON,AUTO,1,Alloy,54560,AMERICAN,MEDIUM SUV,GM,7452,9071,8548,10297,6555,7995,10372,12620,,,18880,27542,,8635,0,1086,0
986,1/21/2009 0:09,,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,SILVER,AUTO,1,Alloy,88211,AMERICAN,MEDIUM,GM,4195,5777,5031,6739,3207,4433,3964,5288,,,18880,27542,,3700,0,1243,0
987,1/28/2009 0:09,,2006,3,PONTIAC,G6 4C 2.4L I4 MPI,Bas,4D SEDAN SE,WHITE,AUTO,2,Covers,69858,AMERICAN,MEDIUM,GM,6737,8417,7776,9590,6255,7707,7255,8824,,,20928,27542,,5885,0,923,0
988,1/28/2009 0:09,,2006,3,PONTIAC,G6 V6 3.5L V6 SFI,Bas,4D SEDAN,GOLD,AUTO,1,Alloy,71192,AMERICAN,MEDIUM,GM,7145,8656,8217,9848,6528,8010,7550,9151,,,20928,27542,,7550,0,1272,0
989,1/28/2009 0:09,,2003,6,DODGE,CARAVAN GRAND FWD V6,Spo,MINIVAN 3.3L FFV SPORT,BLUE,AUTO,2,Covers,76560,AMERICAN,VAN,CHRYSLER,3162,4293,3915,5136,3302,4424,6505,7737,,,20928,27542,,5300,0,1923,0
990,1/28/2009 0:09,,2006,3,CHRYSLER,PACIFICA FWD 3.5L V6,Bas,4D SPORT,BLUE,AUTO,2,Covers,48695,AMERICAN,CROSSOVER,CHRYSLER,8295,10069,9459,11375,8117,9552,12412,13440,,,20928,27542,,8700,0,975,0
991,1/28/2009 0:09,,2004,5,SATURN,ION 2.2L I-4 MPI DOH,3,2D QUAD COUPE LEVEL 3,WHITE,AUTO,1,Alloy,71604,AMERICAN,MEDIUM,GM,4648,6667,5520,7700,3937,4953,7121,8336,,,20928,27542,,5000,0,803,0
992,1/5/2009 0:10,,2005,4,PONTIAC,MONTANA FWD 3.5L V6,SV6,4D MINIVAN EXT 3.5L,MAROON,AUTO,1,Alloy,75586,AMERICAN,VAN,GM,0,0,0,0,0,0,0,0,,,19619,27542,,7250,0,4622,0
993,1/5/2009 0:10,,2004,5,MAZDA,MAZDA3 2.3L I4 MPI,s,5D SEDAN I,BLUE,AUTO,1,Alloy,75045,OTHER ASIAN,MEDIUM,OTHER,6703,8086,7739,9233,6217,7604,7214,8712,,,21973,27542,,8000,0,1038,0
994,1/5/2009 0:10,,2005,4,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 5.7L SLT,SILVER,AUTO,1,Alloy,74974,AMERICAN,LARGE TRUCK,CHRYSLER,10594,12891,11942,14422,9903,11854,14016,15461,,,19619,27542,,10100,0,920,0
995,1/12/2009 0:10,,2008,1,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,SILVER,AUTO,1,Alloy,52731,AMERICAN,MEDIUM,CHRYSLER,9107,9724,10336,11002,8225,9060,12420,13204,,,18880,27542,,7635,0,754,0
996,1/12/2009 0:10,,2006,3,DODGE,DURANGO 2WD V8 4.7L,Adv,4D SUV 4.7L ADVENTURER,SILVER,AUTO,1,Alloy,83429,AMERICAN,MEDIUM SUV,CHRYSLER,10527,12421,11869,13915,9617,11481,14234,16224,,,18880,27542,,9700,0,1503,0
997,1/19/2009 0:10,,2006,3,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,WHITE,AUTO,2,Covers,63814,AMERICAN,SPECIALTY,CHRYSLER,8897,10511,10109,11852,8721,10295,12398,14231,,,16044,27542,,8700,0,1215,0
998,1/26/2009 0:10,,2005,4,PONTIAC,G6 V6 3.5L V6 SFI,Bas,4D SEDAN,OTHER,AUTO,,,89750,AMERICAN,MEDIUM,GM,6015,7288,6996,8371,5415,6715,8946,11156,,,17675,27542,,7200,0,1373,0
999,1/26/2009 0:10,,2008,1,CHEVROLET,IMPALA V6 3.5L V6 SF,LS,4D SEDAN LS 3.5L FFV,OTHER,AUTO,,,87592,AMERICAN,LARGE,GM,8850,10171,10058,11485,8054,9363,11578,13488,,,17675,27542,,8000,0,2152,0
1000,1/26/2009 0:10,,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,OTHER,AUTO,,,57318,OTHER ASIAN,MEDIUM,OTHER,3770,4670,4572,5544,3936,4884,4751,5775,,,17675,27542,,4700,0,505,1
1001,1/30/2009 0:11,,2007,2,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,68262,AMERICAN,LARGE,GM,7324,8517,8410,9698,8650,9895,11728,13248,,,20740,27542,,7800,0,1703,0
1002,1/30/2009 0:11,,2007,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,SILVER,AUTO,1,Alloy,71853,AMERICAN,LARGE,GM,7860,9384,8989,10635,7612,8962,12070,13469,,,20740,27542,,7600,0,1974,0
1003,1/30/2009 0:11,,2006,3,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,PURPLE,AUTO,2,Covers,76268,AMERICAN,MEDIUM SUV,GM,8641,10154,9832,11466,8427,10176,12797,14819,,,20740,27542,,7100,0,1389,1
1004,1/30/2009 0:11,,2005,4,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,WHITE,AUTO,1,Alloy,87282,AMERICAN,MEDIUM,GM,4388,5587,5239,6534,4667,5825,8039,9493,,,20740,27542,,5735,0,1373,0
1005,1/7/2009 0:12,,2006,3,CHEVROLET,HHR,LS,4D SUV 2.2L LS,SILVER,AUTO,2,Covers,59783,AMERICAN,MEDIUM,GM,5831,6847,9851,11274,5586,6777,9778,10790,,,18881,27542,,6735,0,671,0
1006,1/7/2009 0:12,,2007,2,SUZUKI,FORENZA,,4D SEDAN,RED,AUTO,1,Alloy,40299,OTHER ASIAN,MEDIUM,OTHER,5016,5975,8367,9956,5149,5936,8578,9338,,,18881,27542,,5700,0,482,0
1007,1/7/2009 0:12,,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,67362,AMERICAN,MEDIUM,GM,6536,7410,10372,11769,7202,8348,10847,12045,,,18881,27542,,7000,0,923,0
1008,1/7/2009 0:12,,2008,1,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS CLASSIC,GREY,AUTO,2,Covers,78655,AMERICAN,MEDIUM,GM,7875,8640,12472,13226,8604,9700,11817,12979,,,18881,27542,,7000,0,1038,0
1009,1/7/2009 0:12,,2005,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,BLUE,AUTO,2,Covers,63555,AMERICAN,VAN,CHRYSLER,4114,5327,7999,10358,5037,6117,8157,9460,,,52117,27542,,6735,0,1411,0
1010,1/14/2009 0:12,,2005,4,CHRYSLER,TOWN & COUNTRY FWD V,Bas,MINIVAN 3.3L,BLUE,AUTO,,,49445,AMERICAN,VAN,CHRYSLER,4710,5914,8121,9624,4247,5460,7832,9392,,,19619,27542,,6400,0,1116,1
1011,1/14/2009 0:12,,2007,2,FORD,FOCUS,ZX4,4D SEDAN S,BEIGE,AUTO,,,57865,AMERICAN,COMPACT,FORD,5067,6178,9250,10054,6097,7223,9283,10474,,,19619,27542,,6200,0,920,0
1012,1/14/2009 0:12,,2004,5,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LS,BLACK,AUTO,,,54380,AMERICAN,MEDIUM,GM,4325,5240,7717,8655,5285,6285,8676,9638,,,19619,27542,,7300,0,1003,0
1013,1/14/2009 0:12,,2007,2,CHRYSLER,TOWN & COUNTRY 2WD V,LX,MINIVAN 3.3L,BLUE,AUTO,,,76711,AMERICAN,VAN,CHRYSLER,6764,8409,10943,13113,8789,10624,12178,13946,,,19619,27542,,7700,0,1623,0
1014,1/14/2009 0:12,,2007,2,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,,,65611,AMERICAN,LARGE,GM,7348,8455,11004,12302,6801,7852,10303,11892,,,19619,27542,,7800,0,1703,1
1015,1/14/2009 0:12,,2006,3,DODGE,STRATUS 4C,SXT,4D SEDAN,BLUE,AUTO,,,61688,AMERICAN,MEDIUM,CHRYSLER,4161,5107,7118,8102,4965,5897,8577,10250,,,19619,27542,,5300,0,1020,0
1016,1/14/2009 0:12,,2007,2,PONTIAC,GRAND PRIX,Bas,4D SEDAN,RED,AUTO,,,62838,AMERICAN,LARGE,GM,7119,8156,11163,12380,7760,9294,11443,13045,,,19619,27542,,7800,0,1703,0
1017,1/21/2009 0:12,,2006,3,HYUNDAI,ELANTRA,GLS,4D SEDAN,BLUE,AUTO,2,Covers,48437,OTHER ASIAN,MEDIUM,OTHER,5153,6080,8442,9209,5083,5961,8465,9345,,,20740,27542,,6235,0,482,0
1018,1/21/2009 0:12,,2003,6,FORD,EXPEDITION 4WD V8,XLT,4D SUV 4.6L XLT,GREY,AUTO,1,Alloy,79245,AMERICAN,LARGE SUV,FORD,7089,8588,10512,12460,7347,8919,11630,13077,,,20740,27542,,9700,0,1689,0
1019,1/28/2009 0:12,,2006,3,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L LX,GOLD,AUTO,2,Covers,78633,AMERICAN,VAN,FORD,5753,8308,9860,12508,6087,7584,9272,11365,,,16044,27542,,5500,0,1506,0
1020,1/28/2009 0:12,,2003,6,BUICK,CENTURY V6,Cus,4D SEDAN CUSTOM,GREEN,AUTO,2,Covers,81159,AMERICAN,MEDIUM,GM,3032,4075,6279,8439,2698,3725,5636,7358,,,16044,27542,,4200,0,2452,0
1021,1/4/2010 0:01,,2008,2,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L SE,BLUE,AUTO,2,Covers,67956,AMERICAN,SPECIALTY,CHRYSLER,10157,11356,13958,15641,9921,10917,13604,14996,,,18880,27542,,10300,0,1215,0
1022,1/4/2010 0:01,,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,GREY,AUTO,2,Covers,76179,AMERICAN,MEDIUM,CHRYSLER,7509,8303,11160,12031,8676,9530,12186,13031,,,18880,27542,,6900,0,1155,0
1023,1/11/2010 0:01,,2004,6,FORD,F150 PICKUP 2WD V8,XL,EXT CAB 4.6L STX,WHITE,AUTO,1,Alloy,76931,AMERICAN,LARGE TRUCK,FORD,7193,8716,12043,13588,7313,8489,11778,12841,,,17675,27542,,7800,0,803,0
1024,1/11/2010 0:01,,2007,3,DODGE,CALIBER,Bas,4D WAGON,BLACK,AUTO,2,Covers,69003,AMERICAN,MEDIUM,CHRYSLER,7010,8433,10910,12176,7121,8197,11133,12151,,,17675,27542,,6500,0,825,0
1025,1/11/2010 0:01,,2005,5,FORD,EXPLORER 4WD V6,XLT,4D SUV 4.0L FFV XLT,SILVER,AUTO,1,Alloy,85878,AMERICAN,MEDIUM SUV,FORD,7261,8992,12202,13763,7737,9510,12231,13610,,,17675,27542,,8400,0,1893,0
1026,1/18/2010 0:01,,2006,4,FORD,FIVE HUNDRED,SE,4D SEDAN SE,BLACK,AUTO,1,Alloy,71453,AMERICAN,LARGE,FORD,6016,7234,9872,11287,5569,6745,9532,10758,,,5546,27542,,7900,0,1506,0
1027,1/25/2010 0:01,,2006,4,CHRYSLER,TOWN & COUNTRY 2WD V,Bas,MINIVAN 3.3L,GREEN,AUTO,,,71833,AMERICAN,VAN,CHRYSLER,5557,7025,9418,10755,7459,9218,11074,13350,,,21973,27542,,6600,0,1623,0
1028,1/25/2010 0:01,,2006,4,HYUNDAI,SONATA V6,GLS,4D SEDAN GLS,MAROON,AUTO,,,73172,OTHER ASIAN,MEDIUM,OTHER,6372,7682,10601,12256,6982,8291,10225,11730,,,21973,27542,,6800,0,803,0
1029,1/25/2010 0:01,,2008,2,CHEVROLET,HHR,LT,4D SUV 2.2L 1LT,GREY,AUTO,,,78673,AMERICAN,MEDIUM,GM,7966,9374,11706,13381,8218,8918,11718,12495,,,21973,27542,,7700,0,803,0
1030,1/25/2010 0:01,,2005,5,DODGE,DAKOTA PICKUP 2WD V6,SLT,EXT CAB 3.7L SLT,RED,AUTO,,,50201,AMERICAN,SMALL TRUCK,CHRYSLER,6114,7529,9939,11681,6925,8411,10683,12401,,,18880,27542,,7600,0,920,0
1031,1/25/2010 0:01,,2006,4,MAZDA,MAZDA6,i,5D HATCHBACK I,RED,AUTO,,,61835,OTHER ASIAN,MEDIUM,OTHER,7170,7918,10984,11700,7253,10645,11019,13427,,,21973,27542,,7400,0,1118,0
1032,1/22/2010 0:02,,2003,7,FORD,EXPLORER 4WD V6,Spo,2D SUV 4.0L SPORT,GREEN,AUTO,1,Alloy,53756,AMERICAN,MEDIUM SUV,FORD,4498,5801,7808,9360,5940,6518,9384,9959,,,17675,27542,,8500,0,1634,0
1033,1/26/2010 0:02,,2005,5,GMC,ENVOY XL 2WD 6C,SLE,4D UTILITY 4.2L SLE,MAROON,AUTO,1,Alloy,91915,AMERICAN,MEDIUM SUV,GM,8977,11025,13169,15374,8576,11887,12764,15922,,,1191,27542,,8800,1,1341,1
1034,1/1/2010 0:03,,2004,6,DODGE,DAKOTA PICKUP 2WD V8,Spo,QUAD CAB 4.7L,RED,AUTO,1,Alloy,83545,AMERICAN,SMALL TRUCK,CHRYSLER,5684,7810,9940,12077,6093,7923,10241,11978,,,18881,27542,,7735,0,1633,0
1035,1/1/2010 0:03,,2004,6,DODGE,STRATUS V6,SE,4D SEDAN SE,GOLD,AUTO,2,Covers,77938,AMERICAN,MEDIUM,CHRYSLER,2917,4009,6186,7257,2903,4221,6456,7733,,,18881,27542,,4400,0,1389,0
1036,1/8/2010 0:03,,2006,4,FORD,MUSTANG V6,Bas,2D COUPE,WHITE,AUTO,1,Alloy,77896,AMERICAN,SPORTS,FORD,9638,11186,13220,14946,10008,11582,14392,16656,,,8172,27542,,9800,0,803,0
1037,1/8/2010 0:03,,2004,6,KIA,OPTIMA V6,EX,4D SEDAN EX,WHITE,AUTO,1,Alloy,38635,OTHER ASIAN,MEDIUM,OTHER,4002,5337,6927,8189,4482,5632,7132,8169,,,8172,27542,,6100,0,582,0
1038,1/15/2010 0:03,,2004,6,PONTIAC,GRAND AM V6,SE,4D SEDAN SE1,GOLD,AUTO,1,Alloy,60937,AMERICAN,MEDIUM,GM,3684,4570,6496,7794,3463,4709,6780,8061,,,18880,27542,,5500,0,1898,0
1039,1/15/2010 0:03,,2005,5,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,GREY,AUTO,1,Alloy,77983,AMERICAN,MEDIUM SUV,GM,7534,8695,10446,12114,7189,8677,9915,11731,,,18880,27542,,8235,0,1389,0
1040,1/15/2010 0:03,,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,BEIGE,AUTO,2,Covers,87047,AMERICAN,LARGE,GM,9016,10205,12370,13579,9017,10256,12810,14181,,,18880,27542,,7300,0,2152,0
1041,1/22/2010 0:03,,2005,5,FORD,FIVE HUNDRED,SE,4D SEDAN SE,SILVER,AUTO,1,Alloy,66997,AMERICAN,LARGE,FORD,5867,7125,9335,10705,6538,8056,10035,11858,,,18111,27542,,7700,0,1313,0
1042,1/22/2010 0:03,,2005,5,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,WHITE,AUTO,1,Alloy,81374,AMERICAN,MEDIUM,GM,5444,6579,8384,9672,5141,6461,8109,9655,,,18111,27542,,6100,0,1373,1
1043,1/22/2010 0:03,,2007,3,SUZUKI,FORENZA,,4D SEDAN,SILVER,MANUAL,2,Covers,58202,OTHER ASIAN,MEDIUM,OTHER,5265,6098,8550,9490,5286,6345,8793,10555,,,18111,27542,,5100,0,505,0
1044,1/22/2010 0:03,,2006,4,MAZDA,MAZDA3,i,4D SEDAN I,BEIGE,AUTO,1,Alloy,56830,OTHER ASIAN,MEDIUM,OTHER,7843,8930,11520,12456,7141,8656,11090,12599,,,18111,27542,,7400,0,837,0
1045,1/29/2010 0:03,,2007,3,SUZUKI,FORENZA,,4D SEDAN,BLUE,AUTO,2,Covers,50052,OTHER ASIAN,MEDIUM,OTHER,5338,6192,8578,9436,4803,5718,8330,9182,,,21973,27542,,6400,0,505,0
1046,1/29/2010 0:03,,2005,5,FORD,TAURUS,SE,4D SEDAN SE FFV,WHITE,AUTO,1,Alloy,76157,AMERICAN,MEDIUM,FORD,4346,5727,7345,8929,4688,6427,8138,10536,,,17675,27542,,5200,0,920,0
1047,1/29/2010 0:03,,2007,3,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,SILVER,AUTO,1,Alloy,72091,AMERICAN,MEDIUM SUV,GM,14002,15493,17321,18397,13427,14893,17064,18396,,,17675,27542,,7700,0,1155,0
1048,1/5/2010 0:04,,2007,3,TOYOTA,CAMRY 4C,LE,4D SEDAN CE,SILVER,AUTO,2,Covers,48919,TOP LINE ASIAN,MEDIUM,OTHER,10267,11219,14530,15568,10132,11170,14695,15549,,,8172,27542,,10700,0,482,0
